longitude,latitude,time
-89.98395,29.70694,Wed Jan  5 14:10:19 2022
-89.98395,29.7069,Wed Jan  5 14:34:17 2022
-89.98394,29.70691,Wed Jan  5 14:19:19 2022
-89.98397,29.70693,Wed Jan  5 14:43:19 2022
-89.98396,29.70692,Wed Jan  5 14:28:18 2022
-89.98394,29.7069,Wed Jan  5 14:40:15 2022
-89.98395,29.70694,Wed Jan  5 14:31:14 2022
-89.98412,29.70689,Wed Jan  5 05:40:17 2022
-89.98394,29.70691,Wed Jan  5 14:37:20 2022
-89.984,29.7069,Wed Jan  5 14:58:15 2022
-89.98396,29.70698,Wed Jan  5 14:46:18 2022
-89.984,29.70692,Wed Jan  5 15:01:19 2022
-89.98411,29.70688,Wed Jan  5 05:43:18 2022
-89.98401,29.70692,Wed Jan  5 14:52:15 2022
-89.98401,29.70688,Wed Jan  5 14:55:14 2022
-89.98399,29.70692,Wed Jan  5 15:04:15 2022
-89.98399,29.70692,Wed Jan  5 15:22:16 2022
-89.98395,29.70691,Wed Jan  5 15:10:19 2022
-89.98398,29.70692,Wed Jan  5 15:07:15 2022
-89.98396,29.7069,Wed Jan  5 15:13:15 2022
-89.98399,29.7069,Wed Jan  5 15:28:20 2022
-89.98397,29.7069,Wed Jan  5 15:16:18 2022
-89.984,29.70691,Wed Jan  5 15:31:16 2022
-89.984,29.70691,Wed Jan  5 15:37:17 2022
-89.98401,29.70691,Wed Jan  5 15:19:15 2022
-89.98401,29.70694,Wed Jan  5 15:25:19 2022
-89.98403,29.70696,Wed Jan  5 15:40:20 2022
-89.984,29.70689,Wed Jan  5 15:34:15 2022
-89.98396,29.70692,Wed Jan  5 15:46:15 2022
-89.98398,29.70692,Wed Jan  5 15:58:18 2022
-89.98393,29.70691,Wed Jan  5 15:52:19 2022
-89.98396,29.70696,Wed Jan  5 16:04:17 2022
-89.98397,29.70687,Wed Jan  5 15:55:19 2022
-89.98399,29.70693,Wed Jan  5 16:07:18 2022
-89.98395,29.70692,Wed Jan  5 16:01:15 2022
-89.98404,29.70689,Wed Jan  5 16:13:17 2022
-89.98403,29.70689,Wed Jan  5 16:10:15 2022
-89.98407,29.70693,Wed Jan  5 16:16:15 2022
-89.98407,29.70693,Wed Jan  5 16:31:16 2022
-89.9841,29.7069,Wed Jan  5 16:37:18 2022
-89.98403,29.70692,Wed Jan  5 16:25:16 2022
-89.98403,29.7069,Wed Jan  5 16:22:16 2022
-89.98404,29.70691,Wed Jan  5 16:19:15 2022
-89.98405,29.70691,Wed Jan  5 16:28:20 2022
-89.98417,29.70691,Wed Jan  5 06:19:18 2022
-89.9841,29.70689,Wed Jan  5 16:46:16 2022
-89.98408,29.70694,Wed Jan  5 16:34:20 2022
-89.98408,29.7069,Wed Jan  5 16:40:15 2022
-89.9841,29.7069,Wed Jan  5 16:43:18 2022
-89.98411,29.7069,Wed Jan  5 16:49:15 2022
-89.9841,29.7069,Wed Jan  5 16:52:19 2022
-89.98408,29.70688,Wed Jan  5 16:55:21 2022
-89.98409,29.70688,Wed Jan  5 16:58:19 2022
-89.98407,29.7069,Wed Jan  5 17:13:15 2022
-89.98408,29.70689,Wed Jan  5 17:07:19 2022
-89.98408,29.70689,Wed Jan  5 17:10:16 2022
-89.98405,29.70692,Wed Jan  5 17:28:20 2022
-89.98408,29.70688,Wed Jan  5 17:22:20 2022
-89.98404,29.7069,Wed Jan  5 17:25:21 2022
-89.98405,29.70713,Wed Jan  5 17:31:19 2022
-89.98401,29.70696,Wed Jan  5 17:46:16 2022
-89.98406,29.70717,Wed Jan  5 17:34:19 2022
-89.98412,29.70693,Wed Jan  5 17:40:20 2022
-89.9841,29.70706,Wed Jan  5 17:37:20 2022
-89.98416,29.70675,Wed Jan  5 18:01:19 2022
-89.98407,29.70713,Wed Jan  5 17:49:16 2022
-89.98409,29.70697,Wed Jan  5 18:07:20 2022
-89.98407,29.70683,Wed Jan  5 18:04:21 2022
-89.98399,29.70702,Wed Jan  5 18:13:18 2022
-89.98412,29.70737,Wed Jan  5 17:52:16 2022
-89.9842,29.70727,Wed Jan  5 17:55:16 2022
-89.98395,29.70691,Wed Jan  5 18:22:16 2022
-89.98393,29.70689,Wed Jan  5 18:19:16 2022
-89.98394,29.70692,Wed Jan  5 18:28:15 2022
-89.98404,29.70702,Wed Jan  5 18:10:21 2022
-89.9839,29.70691,Wed Jan  5 18:40:21 2022
-89.9839,29.70693,Wed Jan  5 18:43:21 2022
-89.98398,29.70691,Wed Jan  5 18:16:20 2022
-89.98398,29.70692,Wed Jan  5 18:25:16 2022
-89.98394,29.70695,Wed Jan  5 18:34:21 2022
-89.98391,29.70694,Wed Jan  5 18:31:19 2022
-89.98396,29.70693,Wed Jan  5 18:49:20 2022
-89.98392,29.70696,Wed Jan  5 18:55:20 2022
-89.98398,29.70692,Wed Jan  5 19:07:17 2022
-89.98403,29.70723,Wed Jan  5 19:19:23 2022
-89.98406,29.70715,Wed Jan  5 19:22:21 2022
-89.98392,29.70694,Wed Jan  5 18:52:16 2022
-89.98413,29.70699,Wed Jan  5 19:25:22 2022
-89.98398,29.70692,Wed Jan  5 19:10:19 2022
-89.98398,29.70698,Wed Jan  5 18:58:18 2022
-89.984,29.70695,Wed Jan  5 19:13:21 2022
-89.98399,29.70684,Wed Jan  5 19:31:21 2022
-89.98402,29.70697,Wed Jan  5 19:37:21 2022
-89.984,29.70695,Wed Jan  5 19:40:19 2022
-89.98402,29.70713,Wed Jan  5 19:16:16 2022
-89.98398,29.70691,Wed Jan  5 19:52:20 2022
-89.984,29.70697,Wed Jan  5 19:55:21 2022
-89.98412,29.70686,Wed Jan  5 19:28:16 2022
-89.98398,29.70695,Wed Jan  5 19:34:16 2022
-89.984,29.70692,Wed Jan  5 20:10:17 2022
-89.98397,29.70692,Wed Jan  5 19:43:21 2022
-89.98398,29.70687,Wed Jan  5 19:49:21 2022
-89.98397,29.7069,Wed Jan  5 19:46:21 2022
